class,light point,mean_red,mean_green,mean_blue,dark_point,point_size
Healthy,1,23.62729193239796,26.251175860969386,3.377630739795918,0,21
Healthy,0,21.012097417091837,23.582788584183675,3.2276785714285716,2,0
Healthy,1,23.797692123724488,30.783322704081634,3.161810427295918,2,0
Healthy,2,13.049266581632653,18.101642219387756,1.9545998086734695,1,31
Healthy,1,16.423728475765305,22.807716836734695,2.5870535714285716,1,4
Healthy,1,14.584681919642858,19.15690768494898,2.468849649234694,1,5
Healthy,1,15.523078762755102,18.250099649234695,2.778021364795918,2,0
Healthy,0,14.20198899872449,19.188018176020407,2.3664500956632653,2,0
Healthy,2,14.222078284438776,19.57290338010204,2.981086575255102,1,9
Healthy,1,9.716438137755102,12.390505420918368,1.5553850446428572,2,0
Healthy,1,16.549067283163264,20.549724968112244,2.697943239795918,1,12
Healthy,2,17.588169642857142,22.666892538265305,3.978615274234694,2,0
Healthy,1,12.188337053571429,15.888731664540817,1.9451132015306123,1,14
Healthy,1,20.002750318877553,20.483238998724488,1.834701849489796,1,25
Healthy,1,12.485331632653061,15.339963329081632,2.461555325255102,1,4
Healthy,0,31.396524234693878,29.589983258928573,2.4327367665816326,1,116
Healthy,0,20.74836575255102,19.996253188775512,2.0926538584183674,1,21
Healthy,1,22.156170280612244,21.032764668367346,2.1575653698979593,0,5
Healthy,1,25.477100605867346,25.160754145408163,2.339764030612245,2,0
Healthy,1,11.887436224489797,15.445890465561224,1.589584661989796,1,4
Healthy,2,12.529655612244898,16.152124521683675,2.084084024234694,2,0
Healthy,0,11.171356823979592,14.598174426020408,1.609036192602041,2,0
Healthy,2,12.751215720663266,17.32912149234694,2.2526905293367347,2,0
Healthy,0,31.702865911989797,33.79902742346939,3.553411989795918,0,30
Healthy,2,8.811144770408163,12.56297831632653,1.4694076849489797,2,0
Healthy,0,11.126873405612244,14.36214524872449,2.482880261479592,1,46
Healthy,1,10.599410076530612,14.494897959183673,2.906548947704082,2,0
Healthy,1,7.2373046875,9.841438137755102,1.6307995854591837,2,0
Healthy,1,10.026327327806122,12.385602678571429,2.0090481505102042,2,0
Healthy,2,11.593969228316327,13.370675223214286,3.445850605867347,0,4
Healthy,1,9.22088249362245,11.220463966836734,2.0011957908163267,2,0
Healthy,1,11.439672353316327,14.400430484693878,2.212352519132653,2,0
Healthy,1,13.554249043367347,16.83169244260204,2.107521524234694,1,5
Healthy,2,9.00992506377551,11.615453603316327,1.602459343112245,1,4
Healthy,1,13.923927774234693,17.493124202806122,1.8494698660714286,1,9
Healthy,1,13.125,18.172333386479593,2.48062818877551,1,25
Healthy,1,18.7730787627551,24.136220503826532,2.740254304846939,2,0
Healthy,1,12.677953603316327,17.101163903061224,2.751155931122449,1,21
Healthy,1,20.568598533163264,26.163783482142858,3.3198939732142856,2,0
Healthy,1,8.588588169642858,11.301000478316327,1.4896165497448979,2,0
Healthy,1,17.352319834183675,22.268176020408163,2.76937181122449,2,0
Healthy,1,16.214285714285715,19.444933832908163,2.64925462372449,0,7
Healthy,1,12.434929049744898,16.181361607142858,2.32437818877551,1,5
Healthy,2,14.341019610969388,18.037627551020407,2.8212292729591835,2,0
Healthy,1,17.3662109375,22.201869419642858,2.699577487244898,2,0
Healthy,2,16.751415019132654,23.195172991071427,3.065529336734694,2,0
Healthy,1,13.564971301020408,17.278818558673468,2.12093431122449,1,18
Healthy,2,18.253348214285715,23.196847098214285,3.206074617346939,1,37
Healthy,0,16.438257334183675,20.78549505739796,2.940808354591837,1,42
Healthy,1,17.349430006377553,19.658801020408163,2.2371851084183674,2,0
Healthy,1,10.999222735969388,12.537009725765307,1.9080636160714286,1,19
Healthy,0,21.085100446428573,26.41143176020408,3.191585618622449,2,0
Healthy,0,17.631377551020407,20.70537707270408,2.624541613520408,2,0
Healthy,1,31.800701530612244,38.196069834183675,7.625717474489796,2,0
Healthy,1,17.205855389030614,20.75099649234694,2.0010164221938775,1,17
Healthy,2,15.493383290816327,18.324437978316325,3.693658322704082,1,44
Healthy,1,20.65947863520408,23.259267378826532,5.690310108418367,1,3
Healthy,2,13.94856106505102,17.954360650510203,3.655373086734694,1,7
Healthy,1,17.542032047193878,19.840880102040817,3.789939413265306,2,0
Healthy,2,20.905432876275512,23.484574298469386,5.000139508928571,2,0
Healthy,1,17.938038105867346,18.182099011479593,1.833805006377551,1,34
Healthy,0,16.781708386479593,17.00942681760204,1.999920280612245,1,14
Healthy,2,8.846101721938776,11.412826849489797,2.212910554846939,1,10
Healthy,0,16.213727678571427,17.015066964285715,1.8744220344387754,2,0
Healthy,2,10.48746412627551,14.077527104591837,2.1335698341836733,1,6
Healthy,0,21.692263233418366,24.245236766581634,3.8976602359693877,1,67
Healthy,0,22.451092155612244,22.911272321428573,3.6893136160714284,2,0
Healthy,2,15.872827646683673,17.497588488520407,3.4323580994897958,1,12
Healthy,0,24.909000318877553,25.592016103316325,3.6934789540816326,1,4
Healthy,1,18.738241390306122,22.82876275510204,3.1618901466836733,2,0
Healthy,1,14.90591119260204,15.847755899234693,3.189811862244898,2,0
Healthy,1,18.403499681122447,21.658063616071427,3.2990672831632653,1,7
Healthy,1,18.088827327806122,21.63313137755102,3.4098971619897958,1,6
Healthy,0,12.004643654336734,12.9375,3.2315051020408165,2,0
Healthy,1,19.918765943877553,22.6888352997449,4.1059869260204085,1,5
Healthy,1,10.323042889030612,13.283920599489797,1.975924744897959,2,0
Healthy,2,5.440349968112245,8.626654177295919,1.462173150510204,2,0
Healthy,1,12.544204400510203,18.689991230867346,2.7174545599489797,2,0
Healthy,0,16.070711096938776,19.949298469387756,2.7032645089285716,2,0
Healthy,0,19.833187181122447,23.73076769770408,3.5158840880102042,1,10
Healthy,1,15.48276068239796,19.346719547193878,2.3023158482142856,2,0
Healthy,1,17.190648915816325,19.86298230229592,3.5626992984693877,1,3
Healthy,1,18.086316167091837,19.742227359693878,4.798569036989796,1,18
Healthy,0,11.180863360969388,19.786551339285715,4.826430963010204,1,51
Healthy,1,13.374043367346939,15.388293207908163,2.1574657206632653,1,3
Healthy,0,25.947504783163264,28.503029336734695,3.4565330038265305,2,0
Healthy,1,27.577965561224488,28.077268016581634,2.1902104591836733,0,59
Healthy,1,14.91292649872449,18.386479591836736,2.544842155612245,2,0
Healthy,1,25.8880540497449,26.9322584502551,2.2459741709183674,2,0
Healthy,1,29.516521843112244,32.209681919642854,3.480030293367347,1,26
Healthy,2,10.43765943877551,14.163006218112244,1.7549824617346939,1,6
Healthy,0,16.474669164540817,22.01494738520408,2.716497927295918,1,4
Healthy,1,15.420958227040817,20.66796875,2.3185786033163267,2,0
Healthy,2,12.378049266581632,15.042610012755102,2.05648118622449,1,6
Healthy,1,13.642299107142858,17.588946906887756,3.591796875,1,27
Healthy,1,12.928491709183673,16.59245455994898,2.153679049744898,1,4
Healthy,1,10.34000318877551,14.12466119260204,1.434749681122449,2,0
Healthy,0,17.055464764030614,21.34536431760204,2.7509367028061225,2,0
Healthy,1,20.210837850765305,24.086754623724488,3.9668566645408165,2,0
Healthy,1,20.306521045918366,23.71356823979592,3.4160754145408165,1,65
Healthy,0,20.9674147002551,25.140445631377553,3.732401945153061,1,77
Healthy,0,14.410554846938776,17.281130420918366,2.5023517219387754,2,0
Healthy,1,18.413942920918366,19.872150031887756,2.3160674426020407,1,28
Healthy,1,20.979611766581634,23.34958944515306,2.6188815369897958,1,19
Healthy,1,16.222536670918366,18.203264508928573,2.3666095344387754,1,4
Healthy,1,26.195192920918366,25.24738919005102,3.1488560267857144,1,48
Healthy,1,13.988899075255102,17.473592952806122,2.5365513392857144,2,0
Healthy,0,35.11617107780612,34.97865513392857,5.975047831632653,1,71
Healthy,2,9.0654296875,11.653778698979592,1.7802734375,1,21
Healthy,1,13.903260522959183,16.241709183673468,3.8980389030612246,2,0
Healthy,1,12.158900669642858,14.75177375637755,2.8378308354591835,2,0
Healthy,1,18.712631536989797,20.859315210459183,5.4658203125,1,108
Healthy,2,9.78304368622449,12.434789540816327,2.387396364795918,1,17
Healthy,1,23.72492825255102,24.177873883928573,2.880341198979592,2,0
Healthy,2,8.298290019132653,10.910076530612244,1.7627949617346939,2,0
Healthy,2,9.188775510204081,12.205297353316327,2.3441485969387754,2,0
Healthy,0,26.108199139030614,26.838647959183675,3.106823979591837,1,6
Healthy,1,17.12274792729592,18.904057716836736,3.7896205357142856,1,4
Healthy,1,29.165517378826532,33.35542889030612,6.198142538265306,1,6
Healthy,1,25.921695631377553,28.4798509247449,7.310467155612245,2,0
Healthy,1,24.59307238520408,25.735949457908163,3.2764269770408165,2,0
Healthy,2,20.090660873724488,23.502790178571427,4.551399075255102,2,0
Healthy,1,13.699457908163266,16.159259406887756,2.9025629783163267,2,0
Healthy,1,18.236467633928573,20.727439413265305,3.7489835778061225,1,5
Healthy,1,11.673230229591837,16.146225286989797,2.3435307716836733,2,0
Healthy,1,15.02375637755102,19.697185905612244,2.2556600765306123,1,12
Healthy,1,16.086116868622447,20.10873724489796,2.451969068877551,2,0
Healthy,2,17.573481345663264,21.73891900510204,2.5425701530612246,1,4
Healthy,1,17.734913105867346,22.55470742984694,3.644172512755102,2,0
Healthy,2,26.218291613520407,32.35235969387755,5.77507174744898,1,3
Healthy,0,13.974728954081632,18.5853196747449,1.7097616390306123,1,9
Healthy,2,13.27604830994898,19.355927136479593,2.201092155612245,1,7
Healthy,1,12.256556919642858,16.192482461734695,1.509048150510204,1,3
Healthy,1,13.529874840561224,19.323481345663264,2.409259406887755,2,0
Healthy,1,12.65870137117347,13.718072385204081,2.4089405293367347,2,0
Healthy,0,21.01434948979592,23.543865593112244,4.05827487244898,1,8
Healthy,0,13.067641900510203,14.848114636479592,2.9497967155612246,1,18
Healthy,0,13.85415338010204,14.810606664540817,3.3757772640306123,2,0
Healthy,0,8.571747448979592,10.75406568877551,1.7362882653061225,2,0
Healthy,1,14.259745695153061,15.003069196428571,3.1513273278061225,2,0
Healthy,1,12.61409837372449,15.589285714285714,2.532206632653061,1,2
Healthy,0,10.91583625637755,13.410853794642858,2.1416414221938775,1,5
Healthy,0,9.85710299744898,11.7783203125,1.929946588010204,2,0
Healthy,0,12.11930006377551,14.781110491071429,2.5878507653061225,1,7
Healthy,0,11.969327965561224,13.648895886479592,3.988360969387755,1,9
Healthy,1,11.522859534438776,14.540138711734693,2.701630261479592,2,0
Healthy,0,16.390625,20.12697305484694,2.584861288265306,2,0
Healthy,0,9.092992665816327,11.498505261479592,1.527264030612245,1,59
Healthy,0,14.6533203125,17.576749840561224,2.971241230867347,1,4
Healthy,0,9.467753507653061,12.467753507653061,1.7835618622448979,2,0
Healthy,0,21.127072704081634,24.223413584183675,3.3726482780612246,2,0
Healthy,0,18.921416613520407,21.589405293367346,3.902861926020408,2,0
Healthy,0,12.54866868622449,15.392777423469388,1.807358099489796,2,0
Healthy,0,5.365513392857143,10.389070471938776,0.9713408801020408,2,0
Healthy,0,8.482142857142858,10.34650031887755,1.4135443239795917,2,0
Healthy,1,10.395647321428571,13.426777742346939,1.3980787627551021,2,0
Healthy,0,11.697624362244898,13.76205755739796,3.656947544642857,1,5
Healthy,1,10.26351243622449,11.945571588010203,3.0974569515306123,1,21
Healthy,1,16.425621811224488,18.8206712372449,1.5198899872448979,1,4
Healthy,0,15.389289700255102,17.508071588010203,1.8492904974489797,2,0
Healthy,0,13.871312978316327,17.610949457908163,1.7305883290816326,1,22
Healthy,0,11.265904017857142,16.421934789540817,1.7506576849489797,1,8
Healthy,1,21.49677136479592,25.054169323979593,2.5255301339285716,1,9
Healthy,0,12.37484056122449,14.869240274234693,1.8979193239795917,2,0
Healthy,1,15.68018574617347,17.835080516581634,2.379205197704082,1,3
Healthy,1,10.903419961734693,15.376096141581632,1.59765625,2,0
Healthy,0,9.04703443877551,10.866470025510203,1.7208027742346939,1,4
Healthy,1,8.999262595663266,10.51514668367347,1.8181202168367347,1,6
Healthy,0,8.932637117346939,10.601124043367347,1.8246970663265305,1,10
Healthy,1,9.331433354591837,17.38833306760204,2.1921835140306123,2,0
Healthy,1,5.254284917091836,8.767119738520408,1.0242944834183674,2,0
Healthy,0,15.912388392857142,17.765505420918366,2.6088767538265305,1,11
Healthy,0,10.90607063137755,12.75472337372449,2.788624043367347,2,0
Healthy,0,9.384088010204081,11.591657366071429,1.4743702168367347,2,0
Healthy,1,5.2261041135204085,6.306222098214286,1.2287946428571428,2,0
Healthy,1,12.316824776785714,15.189592633928571,2.1208944515306123,1,9
Healthy,1,5.14289700255102,7.759367028061225,0.9946388711734694,2,0
Healthy,0,10.18018574617347,12.75506218112245,1.6312779017857142,1,4
Healthy,1,6.133848852040816,8.14991230867347,1.190868144132653,2,0
Healthy,1,6.4125677614795915,8.051538584183673,1.0583147321428572,2,0
Healthy,1,6.420758928571429,8.856385522959183,1.6701211734693877,1,12
Healthy,2,3.903499681122449,7.292032047193878,1.730030293367347,2,0
Healthy,0,7.58609693877551,12.074258609693878,1.6642817283163265,1,5
Healthy,1,4.814233896683674,6.025968590561225,1.058773118622449,2,0
Healthy,1,7.353475765306122,10.20523756377551,1.1055683992346939,2,0
Healthy,1,12.176518654336734,15.058892697704081,1.2270607461734695,1,10
Healthy,0,8.938237404336734,10.793008609693878,2.000438456632653,1,6
Healthy,1,7.948022959183674,10.512595663265307,2.294224330357143,2,0
Healthy,0,15.464245854591837,18.0980149872449,2.851203762755102,1,14
Healthy,0,7.811124840561225,9.018793845663266,2.00081712372449,2,0
Healthy,0,14.491350446428571,18.107362085459183,2.7756098533163267,1,8
Healthy,1,8.259506536989797,10.073501275510203,1.3815170599489797,2,0
Healthy,0,14.269391741071429,18.352778220663264,1.372867506377551,2,0
Healthy,1,6.193917410714286,7.575793207908164,1.093311543367347,2,0
Healthy,2,9.59002311862245,12.189473054846939,1.3261519451530612,2,0
Healthy,2,11.193478954081632,13.968351403061224,1.591796875,2,0
Healthy,1,8.37484056122449,10.44662786989796,1.9526466836734695,2,0
Healthy,1,13.347377232142858,17.256138392857142,2.158721301020408,2,0
Healthy,2,6.012515943877551,7.494439572704081,0.9637077487244898,2,0
Healthy,2,10.211216517857142,12.568777901785714,1.5890066964285714,2,0
Healthy,2,8.484155771683673,10.613002232142858,1.2015904017857142,2,0
Healthy,1,7.369260204081633,9.15365911989796,1.1075414540816326,2,0
Healthy,1,8.465700733418368,10.260443239795919,1.275649713010204,2,0
Healthy,1,8.81493144132653,10.662408322704081,1.6033561862244898,2,0
Healthy,1,12.03579400510204,14.36084980867347,1.496352838010204,2,0
Healthy,2,6.421994579081633,8.550342793367347,0.9917490433673469,2,0
Healthy,1,10.796755420918368,12.289281728316327,1.8225645727040816,2,0
Healthy,1,9.036431760204081,11.949418048469388,1.0850605867346939,1,9
Healthy,1,7.525410554846939,8.862404336734693,1.3897082270408163,2,0
Healthy,1,13.846241230867347,15.938077965561224,2.0453204719387754,1,6
Healthy,1,8.85953443877551,12.481385522959183,1.116131218112245,2,0
Healthy,2,7.190031090561225,9.49137037627551,1.0017139668367347,2,0
Healthy,0,7.791454081632653,9.446727519132653,1.1449896364795917,1,25
Healthy,1,11.910893654336734,15.330436862244898,1.8374322385204083,2,0
Healthy,2,7.7534279336734695,10.45621412627551,1.0451610331632653,2,0
Healthy,1,5.179308832908164,7.157405931122449,0.8996332908163265,2,0
Healthy,2,11.30257493622449,14.604890784438776,1.0840840242346939,2,0
Healthy,2,8.239237882653061,10.920818718112244,1.020846619897959,1,6
Healthy,1,10.604372608418368,12.893355389030612,1.2197464923469388,2,0
Healthy,2,8.79051737882653,10.738679846938776,1.2842793367346939,2,0
Healthy,0,10.939672353316327,13.071986607142858,1.4664381377551021,1,9
Healthy,1,7.316446109693878,8.837013711734693,1.381915656887755,2,0
Healthy,2,10.298947704081632,13.053292410714286,1.4495376275510203,2,0
Healthy,2,5.700294961734694,6.678770727040816,0.8772122130102041,2,0
Healthy,2,6.512256855867347,7.961953922193878,0.9412468112244898,2,0
Healthy,1,13.44140625,15.73062818877551,2.7126713966836733,0,4
Healthy,2,7.772720025510204,10.138651945153061,0.9575693558673469,2,0
Healthy,1,8.042430644132653,10.341338488520408,1.224430006377551,2,0
Healthy,1,10.065668845663266,12.126833545918368,1.6029575892857142,2,0
Healthy,1,13.2353515625,15.691286670918368,1.9388352997448979,2,0
Healthy,1,7.301737882653061,8.528340242346939,1.3884327168367347,2,0
Healthy,1,5.831911670918367,6.935905612244898,1.0489277742346939,2,0
Healthy,1,7.226323341836735,8.436264349489797,1.3661710778061225,2,0
Healthy,2,9.327566964285714,11.679488201530612,1.532565369897959,2,0
Healthy,1,7.353117028061225,9.029874840561224,0.9329559948979592,2,0
Healthy,1,8.051179846938776,10.104352678571429,1.360889668367347,1,4
Healthy,0,10.19595025510204,12.021723533163266,1.6307597257653061,2,0
Healthy,1,10.82208625637755,14.246651785714286,1.3830915178571428,1,23
Healthy,1,10.181600765306122,11.692024075255102,1.5239357461734695,2,0
Healthy,1,9.053950095663266,11.493064413265307,1.6221101721938775,2,0
Healthy,1,8.871312978316327,10.844108737244898,1.262874681122449,2,0
Healthy,1,5.823122608418367,6.956074617346939,1.1411232461734695,2,0
Healthy,1,7.668546715561225,9.59506536989796,1.2651466836734695,2,0
Healthy,1,12.412368463010203,15.00211256377551,1.3570232780612246,2,0
Healthy,1,10.88639987244898,12.678770727040817,1.5737205038265305,2,0
Healthy,2,9.692841198979592,12.04360650510204,1.5819316007653061,2,0
Healthy,0,12.014728156887756,14.995316485969388,1.3591557716836735,2,0
Healthy,2,13.35710299744898,15.106644610969388,1.2734375,2,0
Healthy,1,10.365453603316327,12.406010841836734,1.5550661670918366,1,5
Healthy,2,13.845025510204081,17.335220025510203,1.9810467155612246,2,0
Healthy,2,7.91145169005102,9.616350446428571,1.3013990752551021,2,0
Healthy,1,10.409897161989797,11.815150669642858,1.453204719387755,2,0
Healthy,1,18.28481744260204,21.82908163265306,1.6186623086734695,1,3
Healthy,0,13.191286670918368,14.24250637755102,1.8272480867346939,2,0
Healthy,0,13.268833705357142,14.663763552295919,1.5755939094387754,2,0
Healthy,2,17.397660235969386,21.263612085459183,2.168267697704082,1,4
Healthy,1,4.6128029336734695,5.404496173469388,1.0098652742346939,1,4
Healthy,0,21.441167091836736,24.256895727040817,2.1382533482142856,2,0
Healthy,1,8.22345344387755,9.344826211734693,1.0884486607142858,1,6
Healthy,1,9.574976084183673,11.932577327806122,1.4441764987244898,1,5
Healthy,1,12.305225605867347,14.936065051020408,1.6001076211734695,2,0
Healthy,1,11.834721779336734,14.742426658163266,1.844806281887755,1,9
Healthy,1,11.656130420918368,14.729731345663266,2.3571627869897958,1,4
Healthy,1,6.060546875,7.4409080038265305,1.022381218112245,2,0
Healthy,1,9.034319196428571,10.889110331632653,1.3681839923469388,2,0
Healthy,1,9.28760762117347,11.280632174744898,1.3341039540816326,2,0
Healthy,1,7.714106345663265,10.011340082908163,1.213608099489796,2,0
Healthy,1,7.107760682397959,8.599908322704081,1.074557557397959,2,0
Healthy,1,12.759984853316327,16.077686543367346,1.4010483099489797,2,0
Healthy,1,13.51317362882653,16.641701211734695,2.6076809630102042,2,0
Healthy,1,14.196647799744898,17.986567283163264,1.641860650510204,2,0
Healthy,1,9.73764349489796,11.994678730867347,1.391262755102041,1,23
Healthy,0,14.56463249362245,17.774154974489797,1.9614955357142858,2,0
Healthy,1,8.581094547193878,10.575753348214286,1.413723692602041,1,9
Healthy,1,20.331174266581634,24.770647321428573,2.224230707908163,2,0
Healthy,0,24.864736128826532,28.59211575255102,3.44417649872449,2,0
Healthy,1,12.153041294642858,14.13199537627551,1.4845344387755102,2,0
Healthy,0,14.08757174744898,16.913205516581634,1.6376554528061225,2,0
Healthy,1,10.540417729591837,12.659060108418368,1.1926817602040816,2,0
Healthy,2,7.3403220663265305,9.707549426020408,1.013412786989796,2,0
Healthy,0,15.21305006377551,18.302236128826532,1.9328563456632653,2,0
Healthy,1,11.82260443239796,15.234474649234693,1.3505261479591837,2,0
Healthy,1,10.227020886479592,13.010782047193878,1.2777024872448979,1,21
Healthy,1,18.751454878826532,23.582529496173468,1.5992107780612246,1,3
Healthy,1,7.456034757653061,9.158322704081632,1.447086256377551,2,0
Healthy,1,11.14241868622449,13.567004145408163,1.8961654974489797,1,5
Healthy,1,10.514190051020408,12.487862723214286,1.723712531887755,1,3
Healthy,0,15.745794802295919,17.344666772959183,2.9185467155612246,1,5
Healthy,0,15.978535554846939,19.660594706632654,1.5298549107142858,2,0
Healthy,1,9.831513073979592,11.318738042091837,1.8230428890306123,0,10
Healthy,1,16.456433354591837,19.219766422193878,2.8705157844387754,2,0
Healthy,1,11.134964923469388,15.093849649234693,1.5026108099489797,1,8
Healthy,0,10.5703125,12.522600446428571,2.043148118622449,2,0
Healthy,2,6.964983258928571,9.6611328125,1.0312699298469388,2,0
Healthy,1,9.21450494260204,12.065788424744898,1.2984494579081634,2,0
Healthy,2,7.1518255739795915,7.877371651785714,1.9619738520408163,2,0
Healthy,2,13.71615911989796,18.302236128826532,2.4705835459183674,1,12
Healthy,1,18.009068080357142,21.0765306122449,2.6426379145408165,1,5
Healthy,1,18.82583306760204,21.960997289540817,3.612125318877551,2,0
Healthy,1,14.84390943877551,19.02311862244898,1.672213807397959,1,12
Healthy,1,19.002431441326532,23.493223852040817,3.596161511479592,2,0
Healthy,1,12.61768574617347,15.643534757653061,2.1588608099489797,2,0
Healthy,2,8.252670599489797,10.379005899234693,1.0669642857142858,2,0
Healthy,2,7.731365593112245,10.355847417091837,0.8733258928571429,2,0
Healthy,2,5.773577008928571,8.515206473214286,0.9515505420918368,2,0
Healthy,0,17.009526466836736,22.081333705357142,1.2960977359693877,2,0
Healthy,2,8.56558912627551,11.345025510204081,1.4376395089285714,2,0
Healthy,2,4.890585140306122,7.132792570153061,0.8228037308673469,2,0
Healthy,2,7.817263233418367,10.52800143494898,1.118343431122449,2,0
Healthy,1,4.975605867346939,6.316047512755102,0.9124083227040817,2,0
Healthy,1,7.447325414540816,9.18993144132653,1.4475645727040816,1,6
Healthy,1,13.88753587372449,16.358597735969386,2.2958585778061225,2,0
Healthy,2,8.69971699617347,11.42596061862245,1.3360570790816326,2,0
Healthy,2,9.306501116071429,13.060825892857142,1.4032605229591837,2,0
Healthy,1,11.711774553571429,14.378846460459183,2.3410395408163267,2,0
Healthy,1,13.032944036989797,16.485251913265305,2.1843311543367347,2,0
Healthy,0,16.953404017857142,20.061922034438776,2.8154296875,1,18
Healthy,1,18.565469547193878,25.134008290816325,1.9929448341836735,2,0
Healthy,2,7.623883928571429,10.432856345663266,1.0644132653061225,2,0
Healthy,1,12.788305165816327,16.627072704081634,1.6871213329081634,1,4
Healthy,2,5.960080516581633,7.98746412627551,0.9341119260204082,2,0
Healthy,1,10.74529655612245,13.122628348214286,1.4696667729591837,2,0
Healthy,2,5.944674744897959,8.505241549744898,0.9759845344387755,2,0
Healthy,1,9.551080197704081,12.113261320153061,1.075992506377551,2,0
Healthy,1,9.030711894132653,11.411810427295919,1.2669602997448979,2,0
Healthy,1,9.645727040816327,11.485949457908163,1.474788743622449,1,4
Healthy,1,15.564333545918368,20.531369579081634,1.6859056122448979,2,0
Healthy,2,13.661511479591837,18.185128348214285,1.636001275510204,2,0
Healthy,1,14.229631696428571,18.588707748724488,1.4560347576530612,2,0
Healthy,2,7.115493463010204,10.31754225127551,1.0718869579081634,2,0
Healthy,2,11.260283801020408,14.960220025510203,1.9137436224489797,2,0
Healthy,2,7.919483418367347,10.112224968112244,0.8292809311224489,2,0
Healthy,0,10.140246332908163,11.73941725127551,1.671436543367347,1,4
Healthy,1,20.053790656887756,27.568917410714285,2.5672433035714284,2,0
Healthy,2,10.096002072704081,12.543805803571429,1.5344985650510203,1,3
Healthy,1,14.866290656887756,15.97476881377551,3.6553930165816326,2,0
Healthy,0,12.48260124362245,15.406648596938776,1.714046556122449,1,5
Healthy,2,10.557557397959183,13.315708705357142,1.3935945471938775,2,0
Healthy,1,7.847118144132653,10.468331473214286,1.4817442602040816,2,0
Healthy,2,12.443877551020408,15.052275988520408,2.074398118622449,1,4
Healthy,1,7.138432716836735,9.02018893494898,1.2904177295918366,2,0
Healthy,1,16.879005899234695,19.701988998724488,2.546257174744898,1,7
Healthy,1,21.478734853316325,24.845284598214285,3.400390625,1,10
Healthy,0,16.002969547193878,18.48305963010204,2.8385483099489797,1,41
Healthy,1,6.7925103635204085,8.344327965561224,0.9074457908163265,2,0
Healthy,2,6.29866868622449,7.9760642538265305,1.1225486288265305,2,0
Healthy,1,10.885383450255102,12.483498086734693,1.8077168367346939,1,6
Healthy,2,7.006875797193878,8.504165338010203,1.6439134247448979,2,0
Healthy,2,8.91910475127551,11.336894132653061,1.3924585459183674,2,0
Healthy,1,12.06493144132653,14.891342474489797,2.3295001594387754,1,6
Healthy,0,12.868064413265307,14.650948660714286,1.9272560586734695,1,25
Healthy,1,14.381935586734693,16.935626594387756,1.7978515625,1,13
Healthy,1,9.466816804846939,10.982800542091837,1.3206114477040816,2,0
Healthy,0,7.43570631377551,9.92169563137755,1.162109375,2,0
Healthy,2,7.821906887755102,9.994180484693878,1.1506895727040816,2,0
Healthy,1,8.314971301020408,9.636180644132653,1.4316206951530612,1,18
Healthy,1,12.549047353316327,14.43765943877551,2.2622967155612246,2,0
Healthy,2,7.759725765306122,11.054328762755102,1.1450095663265305,2,0
Healthy,1,7.722237723214286,8.837492028061224,1.6650789221938775,1,19
Healthy,0,7.663823341836735,8.734654017857142,1.6166294642857142,1,5
Healthy,0,9.5654296875,11.504603794642858,2.4663783482142856,2,0
Healthy,2,6.476622289540816,7.666015625,1.4075454400510203,2,0
Healthy,1,13.262675382653061,15.798050860969388,2.038883131377551,2,0
Healthy,0,11.892637914540817,13.44174505739796,2.478136957908163,2,0
Healthy,2,11.167191485969388,11.442482461734693,2.9129464285714284,1,6
Healthy,0,9.205098054846939,11.19597018494898,2.173150510204082,2,0
Healthy,1,6.6664740114795915,7.985949457908164,1.6076211734693877,1,7
Healthy,1,10.443777901785714,12.05600286989796,1.830875318877551,1,7
Healthy,0,13.768156090561224,15.362384406887756,1.9954360650510203,1,35
Healthy,2,7.883868781887755,11.602260044642858,1.1865234375,2,0
Healthy,2,4.380580357142857,5.339146205357143,0.9606584821428571,2,0
Healthy,2,6.568797831632653,8.56477200255102,1.2367067920918366,2,0
Healthy,1,8.543207908163266,11.174705038265307,1.4215561224489797,1,17
Healthy,1,11.5400390625,15.329639668367347,1.6015226403061225,1,8
Healthy,1,12.81070631377551,17.532963966836736,2.020487882653061,2,0
Healthy,2,7.005719866071429,9.929946588010203,1.011898118622449,2,0
Healthy,1,6.056341677295919,8.17918925382653,0.9797512755102041,2,0
Healthy,2,5.837631536989796,8.206931600765307,0.8558075573979592,1,5
Healthy,1,8.805365114795919,10.7841796875,1.4266581632653061,1,5
Healthy,2,10.13508450255102,12.838946906887756,1.9822823660714286,0,6
Healthy,2,9.557995854591837,12.12549824617347,2.0995695153061225,2,0
Healthy,2,7.6410833864795915,11.18490911989796,1.3310148278061225,2,0
Healthy,1,15.473991549744898,17.559072066326532,2.6676498724489797,2,0
Healthy,2,11.124222735969388,15.626594387755102,1.4298469387755102,2,0
Healthy,2,6.13101881377551,8.633171237244898,1.2275789221938775,2,0
Healthy,1,6.829739317602041,9.304129464285714,1.053890306122449,2,0
Healthy,2,8.752909757653061,11.65363919005102,1.2993064413265305,2,0
Healthy,1,9.701849489795919,12.86930006377551,1.8444076849489797,2,0
Healthy,2,4.601981026785714,6.458964445153061,1.0025111607142858,2,0
Healthy,2,10.535714285714286,15.045041454081632,2.05062181122449,2,0
Healthy,1,11.977798150510203,15.539760044642858,1.6687260841836735,2,0
Healthy,2,5.20832669005102,6.999222735969388,0.9227120535714286,2,0
Healthy,0,9.07290338010204,12.3916015625,1.3566645408163265,1,17
